App,Category,Rating,Reviews,Size_MB,Installs,Type,Price_$,Content_Rating,Genres,Last_Updated,Android_Version,Successful_App
App_239,BUSINESS,3.8,2604894,2.5,10000,Free,0.99,Mature 17+,Puzzle,2024-11-19,4.1 and up,0
App_240,BUSINESS,4.7,1705253,2.5,10000,Paid,0,Mature 17+,Health,2024-01-19,5.0 and up,0
App_241,FINANCE,2.7,4274702,2.5,100000,Free,4.99,Mature 17+,Education,2024-03-06,4.1 and up,0
App_242,EDUCATION,4.6,4022938,2.5,1000000,Free,0.99,Mature 17+,Action,2024-06-15,5.0 and up,1
App_243,PRODUCTIVITY,3.4,239789,2.5,10000,Free,0,Everyone,Action,2024-03-13,6.0 and up,0
App_244,LIFESTYLE,3.3,2975615,2.5,10000,Free,2.99,Everyone,Puzzle,2024-11-05,8.0 and up,0
App_245,GAME,4.9,4888649,2.5,1000000,Paid,2.99,Teen,Action,2024-04-21,8.0 and up,1
App_246,LIFESTYLE,3,788150,2.5,10000000,Paid,0.99,Everyone,Tools,2024-09-30,5.0 and up,0
App_247,GAME,4.2,3558549,2.5,1000000,Free,4.99,Teen,Business,2024-03-25,6.0 and up,0
App_248,TOOLS,4.6,3746047,2.5,100000,Free,2.99,Everyone,Tools,2024-05-18,8.0 and up,0
App_249,LIFESTYLE,2.6,2123248,2.5,10000000,Paid,2.99,Mature 17+,Health,2024-02-08,6.0 and up,0
App_250,ENTERTAINMENT,4.2,4726286,2.5,1000,Free,4.99,Mature 17+,Health,2024-04-14,5.0 and up,0
App_251,ENTERTAINMENT,4.9,4588737,2.5,1000000,Free,0,Everyone,Health,2024-11-19,5.0 and up,1
App_252,HEALTH,2.8,1618973,2.5,100000,Paid,2.99,Everyone,Music,2024-10-07,4.1 and up,0
App_253,EDUCATION,4.7,590391,2.5,10000000,Free,1.99,Teen,Education,2024-05-02,8.0 and up,1
App_254,GAME,4,2932245,2.5,1000000,Free,2.99,Teen,Business,2024-08-05,8.0 and up,0
App_255,GAME,4,3683919,2.5,10000,Free,0,Teen,Education,2024-03-01,4.1 and up,0
App_256,EDUCATION,4,1539610,2.5,1000000,Paid,0,Mature 17+,Business,2024-04-09,5.0 and up,0
App_257,FINANCE,3.2,2227513,2.5,1000,Free,0.99,Mature 17+,Education,2024-11-02,5.0 and up,0
App_258,HEALTH,4.8,4232949,2.5,1000000,Free,1.99,Mature 17+,Puzzle,2024-12-19,5.0 and up,1
App_259,FINANCE,4.9,3070781,2.5,10000000,Free,0,Mature 17+,Tools,2024-07-22,5.0 and up,1
App_260,FINANCE,4.1,1143657,2.5,10000000,Free,4.99,Teen,Action,2024-09-14,6.0 and up,0
App_261,FINANCE,4.5,3611656,2.5,1000000,Free,1.99,Mature 17+,Action,2024-01-05,8.0 and up,1
App_262,EDUCATION,4,1416963,2.5,10000000,Free,1.99,Mature 17+,Tools,2024-07-15,8.0 and up,0
App_263,FINANCE,3.7,2694255,2.5,10000,Free,4.99,Mature 17+,Puzzle,2024-06-28,5.0 and up,0
App_264,ENTERTAINMENT,4.2,4122196,2.5,1000000,Free,2.99,Mature 17+,Business,2024-12-07,5.0 and up,0
App_265,BUSINESS,3.9,421290,2.5,10000,Paid,4.99,Everyone,Tools,2024-05-12,5.0 and up,0
App_266,TOOLS,4,909255,2.5,10000,Free,4.99,Teen,Music,2024-11-19,8.0 and up,0
App_267,GAME,4.5,341217,2.5,100000,Paid,2.99,Teen,Business,2024-09-09,8.0 and up,0
App_268,GAME,3.7,1230756,2.5,1000000,Free,2.99,Mature 17+,Action,2024-09-21,5.0 and up,0
App_269,TOOLS,2.6,3289801,2.5,10000000,Free,2.99,Everyone,Music,2024-04-02,6.0 and up,0
App_270,EDUCATION,2.9,592642,2.5,10000,Free,2.99,Teen,Education,2024-05-29,4.1 and up,0
App_271,LIFESTYLE,3.6,4037116,2.5,100000,Free,2.99,Teen,Music,2024-05-17,4.1 and up,0
App_272,EDUCATION,4.3,4755195,2.5,1000000,Paid,4.99,Mature 17+,Business,2024-07-26,4.1 and up,0
App_273,GAME,4,4754906,2.5,1000000,Free,0.99,Mature 17+,Puzzle,2024-05-04,8.0 and up,0
App_274,GAME,4.1,1472188,2.5,1000,Free,0.99,Teen,Education,2024-08-21,8.0 and up,0
App_275,TOOLS,3.7,1162199,2.5,1000,Free,0,Teen,Business,2024-03-01,4.1 and up,0
App_276,FINANCE,4,3870436,2.5,10000,Free,0.99,Everyone,Education,2024-11-02,4.1 and up,0
App_277,EDUCATION,3.3,414309,2.5,1000,Free,0.99,Teen,Music,2024-09-22,6.0 and up,0
App_278,PRODUCTIVITY,3.7,2381496,2.5,10000,Free,4.99,Teen,Action,2024-05-13,8.0 and up,0
App_279,TOOLS,4.4,3676168,2.5,10000000,Free,2.99,Mature 17+,Business,2024-11-13,8.0 and up,0
App_280,ENTERTAINMENT,4.7,4161910,2.5,10000,Free,2.99,Teen,Puzzle,2024-04-22,4.1 and up,0
App_281,GAME,3.6,125448,2.5,1000,Free,4.99,Mature 17+,Tools,2024-07-09,6.0 and up,0
App_282,TOOLS,2.6,3770193,2.5,10000000,Free,0.99,Teen,Music,2024-07-05,6.0 and up,0
App_283,EDUCATION,2.9,1917053,2.5,1000,Free,4.99,Teen,Business,2024-11-14,4.1 and up,0
App_284,GAME,2.6,2199401,2.5,10000,Free,0,Teen,Puzzle,2024-03-29,4.1 and up,0
App_285,LIFESTYLE,4.1,635729,2.5,100000,Free,2.99,Everyone,Business,2024-07-05,8.0 and up,0
App_286,TOOLS,3.3,2801455,2.5,1000000,Free,1.99,Mature 17+,Music,2024-11-02,4.1 and up,0
App_287,HEALTH,3.9,808268,2.5,1000,Free,0,Everyone,Business,2024-05-11,5.0 and up,0
App_288,GAME,3.7,4524484,2.5,10000,Free,0,Teen,Education,2024-12-25,6.0 and up,0
App_289,EDUCATION,2.7,2864150,2.5,10000000,Paid,4.99,Everyone,Music,2024-05-02,4.1 and up,0
App_290,BUSINESS,3.5,3564472,2.5,1000,Free,0.99,Mature 17+,Business,2024-02-17,5.0 and up,0
App_291,PRODUCTIVITY,3.1,181958,2.5,1000,Free,2.99,Teen,Tools,2024-10-14,6.0 and up,0
App_292,FINANCE,3.5,2582824,2.5,1000000,Paid,1.99,Everyone,Action,2024-06-27,5.0 and up,0
App_293,EDUCATION,3,3769467,2.5,10000,Free,0,Everyone,Business,2024-06-28,5.0 and up,0
App_294,ENTERTAINMENT,4.6,1206761,2.5,100000,Free,1.99,Mature 17+,Education,2024-04-08,4.1 and up,0
App_295,ENTERTAINMENT,2.9,953702,2.5,10000000,Paid,0.99,Everyone,Puzzle,2024-11-25,6.0 and up,0
App_296,BUSINESS,4.9,217780,2.5,10000,Free,0.99,Mature 17+,Tools,2024-02-03,5.0 and up,0
App_297,FINANCE,3.5,4099916,2.5,10000000,Free,1.99,Teen,Puzzle,2024-03-10,8.0 and up,0
App_298,HEALTH,4.6,4836927,2.5,1000,Free,2.99,Teen,Tools,2024-06-19,6.0 and up,0
App_299,BUSINESS,4.1,2437255,2.5,1000000,Free,0.99,Everyone,Puzzle,2024-09-28,8.0 and up,0
App_300,BUSINESS,4.3,2702892,2.5,1000000,Free,1.99,Teen,Action,2024-02-28,4.1 and up,0
App_301,GAME,4.4,1790018,2.5,100000,Free,0,Teen,Education,2024-06-29,8.0 and up,0
App_302,ENTERTAINMENT,3.8,1826535,2.5,1000000,Free,1.99,Everyone,Music,2024-01-19,6.0 and up,0
App_303,GAME,3.9,4513080,2.5,1000,Free,1.99,Teen,Puzzle,2024-08-13,5.0 and up,0
App_304,PRODUCTIVITY,3.8,1338540,2.5,100000,Paid,4.99,Everyone,Tools,2024-04-04,5.0 and up,0
App_305,FINANCE,4,4466961,2.5,10000,Free,0.99,Mature 17+,Education,2024-10-23,6.0 and up,0
App_306,HEALTH,2.6,2181923,2.5,1000000,Paid,2.99,Mature 17+,Business,2024-03-21,5.0 and up,0
App_307,HEALTH,3.5,1478778,2.5,100000,Paid,2.99,Mature 17+,Action,2024-06-23,8.0 and up,0
App_308,EDUCATION,4,1565223,2.5,1000,Free,4.99,Everyone,Education,2024-08-09,5.0 and up,0
App_309,BUSINESS,4,2763408,2.5,10000000,Free,2.99,Everyone,Education,2024-04-12,5.0 and up,0
App_310,PRODUCTIVITY,4.5,688162,2.5,10000000,Free,1.99,Teen,Music,2024-02-23,8.0 and up,1
App_311,ENTERTAINMENT,4.1,402990,2.5,1000,Paid,4.99,Teen,Education,2024-07-01,8.0 and up,0
App_312,HEALTH,5,1038346,2.5,1000,Free,0,Teen,Music,2024-12-16,8.0 and up,0
App_313,PRODUCTIVITY,3.2,2878360,2.5,10000000,Free,0.99,Teen,Action,2024-11-13,4.1 and up,0
App_314,LIFESTYLE,3.4,1168942,2.5,100000,Free,0.99,Teen,Action,2024-12-20,8.0 and up,0
App_315,LIFESTYLE,3.5,1449097,2.5,10000000,Free,0.99,Everyone,Business,2024-12-14,8.0 and up,0
App_316,GAME,3.7,2531538,2.5,1000,Free,1.99,Everyone,Music,2024-11-16,4.1 and up,0
App_317,ENTERTAINMENT,4.6,2108552,2.5,1000000,Free,0,Mature 17+,Music,2024-03-08,5.0 and up,1
App_318,EDUCATION,3.1,937645,2.5,10000,Free,4.99,Mature 17+,Puzzle,2024-01-28,8.0 and up,0
App_319,HEALTH,4.4,3502636,2.5,1000000,Free,4.99,Mature 17+,Puzzle,2024-09-30,6.0 and up,0
App_320,BUSINESS,3.5,1386699,2.5,1000000,Paid,0.99,Mature 17+,Business,2024-10-08,8.0 and up,0
App_321,BUSINESS,4,3816136,2.5,1000,Free,0,Everyone,Action,2024-12-25,8.0 and up,0
App_322,HEALTH,4.1,3066993,2.5,10000000,Paid,0,Everyone,Health,2024-11-06,4.1 and up,0
App_323,FINANCE,3.4,2846240,2.5,100000,Free,0,Everyone,Puzzle,2024-04-28,6.0 and up,0
App_324,EDUCATION,3.8,2118443,2.5,1000000,Free,2.99,Teen,Education,2024-05-13,5.0 and up,0
App_325,PRODUCTIVITY,3.5,4456407,2.5,10000000,Free,2.99,Teen,Action,2024-05-08,5.0 and up,0
App_326,FINANCE,2.7,3678631,2.5,100000,Free,0.99,Mature 17+,Health,2024-01-08,6.0 and up,0
App_327,FINANCE,3.6,4556776,2.5,1000000,Paid,0,Teen,Education,2024-02-20,8.0 and up,0
App_328,GAME,2.7,1298001,2.5,100000,Free,0,Everyone,Tools,2024-12-06,4.1 and up,0
App_329,LIFESTYLE,3.5,3731414,2.5,10000000,Paid,4.99,Mature 17+,Music,2024-10-07,6.0 and up,0
App_330,FINANCE,4,1814198,2.5,10000,Free,4.99,Mature 17+,Action,2024-06-23,6.0 and up,0
App_331,FINANCE,3.9,2107369,2.5,10000000,Free,0.99,Teen,Tools,2024-07-01,5.0 and up,0
App_332,TOOLS,4.2,218411,2.5,1000,Free,0,Mature 17+,Business,2024-07-10,4.1 and up,0
App_333,GAME,2.7,985142,2.5,100000,Free,0.99,Teen,Music,2024-09-05,6.0 and up,0
App_334,ENTERTAINMENT,4.1,159302,2.5,10000,Free,4.99,Teen,Music,2024-08-22,4.1 and up,0
App_335,TOOLS,3.3,4691076,2.5,100000,Paid,4.99,Mature 17+,Education,2024-03-23,8.0 and up,0
App_336,TOOLS,3.5,3167769,2.5,100000,Free,2.99,Teen,Tools,2024-04-02,5.0 and up,0
App_337,HEALTH,4.6,463947,2.5,1000000,Free,0.99,Teen,Music,2024-11-07,8.0 and up,1
App_338,LIFESTYLE,2.5,2964401,2.5,1000,Free,0.99,Teen,Puzzle,2024-09-24,4.1 and up,0
App_339,FINANCE,4,2681216,2.5,100000,Free,0,Teen,Action,2024-04-29,8.0 and up,0
App_340,LIFESTYLE,4,1192107,2.5,10000000,Free,0,Mature 17+,Puzzle,2024-03-11,5.0 and up,0
App_341,EDUCATION,3.5,187781,2.5,10000000,Free,2.99,Everyone,Education,2024-01-17,4.1 and up,0
App_342,HEALTH,3.1,237209,2.5,1000000,Free,1.99,Everyone,Health,2024-09-09,6.0 and up,0
App_343,ENTERTAINMENT,3.1,2857291,2.5,1000,Free,1.99,Teen,Education,2024-05-01,8.0 and up,0
App_344,LIFESTYLE,4.7,2732491,2.5,1000,Free,1.99,Teen,Action,2024-01-10,5.0 and up,0
App_345,BUSINESS,3.6,4834787,2.5,10000000,Free,0.99,Teen,Music,2024-10-13,6.0 and up,0
App_346,EDUCATION,3.3,2274326,2.5,10000,Free,0.99,Everyone,Tools,2024-11-11,5.0 and up,0
App_347,GAME,3.6,3602625,2.5,1000000,Free,4.99,Teen,Tools,2024-11-21,4.1 and up,0
App_348,ENTERTAINMENT,4.2,1583224,2.5,1000000,Free,0.99,Mature 17+,Business,2024-09-29,4.1 and up,0
App_349,EDUCATION,2.9,751528,2.5,10000000,Free,0.99,Mature 17+,Education,2024-11-01,8.0 and up,0
App_350,HEALTH,3.6,513323,2.5,10000000,Free,0.99,Mature 17+,Action,2024-10-19,5.0 and up,0
App_351,TOOLS,4,3931596,2.5,10000,Free,2.99,Everyone,Business,2024-07-28,5.0 and up,0
App_352,TOOLS,4.9,3214225,2.5,10000,Free,0.99,Teen,Music,2024-08-05,5.0 and up,0
App_353,HEALTH,3.1,3460999,2.5,1000,Free,0,Teen,Health,2024-08-28,4.1 and up,0
App_354,PRODUCTIVITY,3.4,2332224,2.5,1000000,Free,0,Teen,Education,2024-07-18,8.0 and up,0
App_355,TOOLS,3.4,2330239,2.5,1000000,Free,4.99,Everyone,Health,2024-08-03,5.0 and up,0
App_356,GAME,4,1863472,2.5,10000000,Free,2.99,Everyone,Action,2024-07-23,5.0 and up,0
App_357,GAME,3.4,654234,2.5,1000,Free,0,Everyone,Health,2024-08-03,6.0 and up,0
App_358,BUSINESS,3.8,2250407,2.5,1000000,Paid,2.99,Everyone,Health,2024-03-20,5.0 and up,0
App_359,FINANCE,4.5,1999294,2.5,1000,Free,2.99,Mature 17+,Action,2024-09-23,8.0 and up,0
App_360,PRODUCTIVITY,4.3,2001686,2.5,1000,Free,4.99,Everyone,Action,2024-02-04,6.0 and up,0
App_361,ENTERTAINMENT,3.6,1684542,2.5,10000000,Free,2.99,Everyone,Education,2024-10-15,6.0 and up,0
App_362,TOOLS,4.7,454428,2.5,1000,Paid,0.99,Everyone,Health,2024-01-18,6.0 and up,0
App_363,GAME,3.9,1472552,2.5,10000,Free,2.99,Teen,Business,2024-06-13,4.1 and up,0
App_364,HEALTH,3.8,4473024,2.5,10000,Paid,4.99,Teen,Action,2024-01-13,6.0 and up,0
App_365,TOOLS,2.6,4856864,2.5,100000,Free,4.99,Teen,Music,2024-07-20,5.0 and up,0
App_366,FINANCE,5,562631,2.5,10000000,Free,4.99,Mature 17+,Health,2024-08-16,4.1 and up,1
App_367,HEALTH,2.8,3529811,2.5,100000,Free,0,Mature 17+,Action,2024-12-11,4.1 and up,0
App_368,EDUCATION,3.1,4808173,2.5,10000,Free,0.99,Everyone,Business,2024-01-01,4.1 and up,0
App_369,EDUCATION,2.6,1598109,2.5,100000,Paid,0,Teen,Tools,2024-11-14,4.1 and up,0
App_370,TOOLS,4.1,4194473,2.5,10000000,Free,1.99,Mature 17+,Education,2024-08-04,4.1 and up,0
App_371,FINANCE,3.1,3813243,2.5,10000000,Free,0.99,Teen,Health,2024-02-03,4.1 and up,0
App_372,PRODUCTIVITY,3,1211579,2.5,1000,Free,2.99,Mature 17+,Tools,2024-12-24,4.1 and up,0
App_373,TOOLS,2.7,4561317,2.5,1000000,Free,4.99,Mature 17+,Action,2024-09-22,6.0 and up,0
App_374,GAME,2.8,1195895,2.5,1000,Free,1.99,Everyone,Action,2024-05-07,8.0 and up,0
App_375,LIFESTYLE,4,1156093,2.5,10000000,Free,0.99,Everyone,Music,2024-07-30,5.0 and up,0
App_376,TOOLS,4.2,1974334,2.5,10000,Paid,0,Mature 17+,Music,2024-09-19,5.0 and up,0
App_377,TOOLS,3.5,3898200,2.5,10000,Free,4.99,Everyone,Health,2024-11-07,6.0 and up,0
App_378,HEALTH,3.7,3388455,2.5,1000,Free,0,Mature 17+,Tools,2024-03-20,6.0 and up,0
App_379,LIFESTYLE,4.2,2742984,2.5,10000000,Free,0.99,Mature 17+,Tools,2024-06-13,4.1 and up,0
App_380,GAME,2.5,3492109,2.5,10000,Free,0.99,Teen,Action,2024-09-08,8.0 and up,0
App_381,TOOLS,3.3,1279190,2.5,10000000,Free,1.99,Everyone,Health,2024-01-12,4.1 and up,0
App_382,HEALTH,4.9,3333188,2.5,10000,Paid,2.99,Everyone,Action,2024-10-30,6.0 and up,0
App_383,FINANCE,4,4531221,2.5,10000000,Free,0,Everyone,Music,2024-07-30,4.1 and up,0
App_384,TOOLS,3.1,2584192,2.5,100000,Free,1.99,Teen,Business,2024-10-08,5.0 and up,0
App_385,LIFESTYLE,3.8,1808296,2.5,10000000,Free,4.99,Teen,Puzzle,2024-04-21,5.0 and up,0
App_386,BUSINESS,3.4,4599767,2.5,10000000,Paid,2.99,Teen,Puzzle,2024-07-29,4.1 and up,0
App_387,LIFESTYLE,3.8,4865323,2.5,1000,Free,1.99,Everyone,Action,2024-08-26,8.0 and up,0
App_388,EDUCATION,2.8,4363099,2.5,100000,Free,0,Everyone,Tools,2024-09-24,4.1 and up,0
App_389,GAME,2.8,2797931,2.5,1000000,Free,0.99,Everyone,Music,2024-10-24,4.1 and up,0
App_390,ENTERTAINMENT,2.9,4374152,2.5,1000,Free,4.99,Teen,Education,2024-11-12,8.0 and up,0
App_391,TOOLS,4.8,269170,2.5,1000000,Free,0,Teen,Education,2024-02-27,8.0 and up,1
App_392,LIFESTYLE,4.3,2569941,2.5,10000,Free,2.99,Mature 17+,Puzzle,2024-02-03,8.0 and up,0
App_393,ENTERTAINMENT,2.9,441914,2.5,1000000,Free,2.99,Teen,Business,2024-09-19,5.0 and up,0
App_394,HEALTH,3,578536,2.5,10000000,Free,0.99,Mature 17+,Puzzle,2024-12-30,4.1 and up,0
App_395,BUSINESS,4.3,837403,2.5,1000000,Free,0.99,Everyone,Action,2024-02-04,6.0 and up,0
App_396,GAME,2.9,3345513,2.5,1000,Free,4.99,Teen,Business,2024-09-27,8.0 and up,0
App_397,LIFESTYLE,3.1,814432,2.5,1000,Free,4.99,Everyone,Education,2024-08-14,8.0 and up,0
App_398,ENTERTAINMENT,4.9,734993,2.5,1000000,Free,0.99,Everyone,Tools,2024-01-25,4.1 and up,1
App_399,BUSINESS,3.1,2263439,2.5,1000,Free,0.99,Everyone,Music,2024-08-21,6.0 and up,0
App_400,EDUCATION,4.2,3135822,2.5,1000,Free,2.99,Everyone,Music,2024-02-28,4.1 and up,0
App_401,GAME,4.9,4275125,2.5,1000000,Free,0.99,Teen,Action,2024-09-07,4.1 and up,1
App_402,GAME,3.4,2876290,2.5,100000,Free,1.99,Everyone,Puzzle,2024-11-30,8.0 and up,0
App_403,EDUCATION,2.5,2938697,2.5,100000,Free,0,Mature 17+,Action,2024-03-26,8.0 and up,0
App_404,TOOLS,3.1,1416852,2.5,10000,Paid,0.99,Teen,Music,2024-09-07,5.0 and up,0
App_405,EDUCATION,4.6,2331266,2.5,1000,Free,4.99,Everyone,Education,2024-06-28,6.0 and up,0
App_406,GAME,4.7,3689034,2.5,1000000,Paid,1.99,Teen,Music,2024-07-25,6.0 and up,1
App_407,GAME,4.4,4396660,2.5,1000,Free,4.99,Mature 17+,Business,2024-12-09,8.0 and up,0
App_408,ENTERTAINMENT,2.8,3702428,2.5,10000000,Free,1.99,Everyone,Tools,2024-05-28,8.0 and up,0
App_409,BUSINESS,4.5,2281618,2.5,1000,Free,0.99,Mature 17+,Tools,2024-03-11,8.0 and up,0
App_410,EDUCATION,4.8,3930020,2.5,1000,Free,0,Everyone,Health,2024-04-30,6.0 and up,0
App_411,BUSINESS,4,3641781,2.5,100000,Free,4.99,Mature 17+,Music,2024-09-09,5.0 and up,0
App_412,EDUCATION,4.9,4079451,2.5,1000000,Free,1.99,Everyone,Music,2024-04-02,6.0 and up,1
App_413,HEALTH,4.6,960662,2.5,1000,Paid,2.99,Teen,Tools,2024-09-12,8.0 and up,0
App_414,GAME,4.2,2188380,2.5,100000,Free,0.99,Everyone,Health,2024-09-10,8.0 and up,0
App_415,ENTERTAINMENT,3.9,1548495,2.5,10000,Free,0,Teen,Business,2024-12-17,5.0 and up,0
App_416,BUSINESS,3.4,1567353,2.5,100000,Free,0.99,Everyone,Puzzle,2024-10-14,4.1 and up,0
App_417,EDUCATION,2.9,3325505,2.5,100000,Free,2.99,Everyone,Music,2024-11-04,4.1 and up,0
App_418,PRODUCTIVITY,4,3385754,2.5,100000,Free,0,Mature 17+,Tools,2024-02-28,6.0 and up,0
App_419,HEALTH,3.3,755622,2.5,1000,Free,2.99,Mature 17+,Action,2024-03-09,4.1 and up,0
App_420,LIFESTYLE,4.7,3994538,2.5,1000,Paid,0.99,Mature 17+,Music,2024-03-26,4.1 and up,0
App_421,TOOLS,5,2076485,2.5,10000,Free,1.99,Everyone,Action,2024-09-30,6.0 and up,0
App_422,BUSINESS,4.4,2141922,2.5,10000000,Free,0.99,Everyone,Business,2024-08-14,8.0 and up,0
App_423,ENTERTAINMENT,2.7,3144321,2.5,10000000,Free,0.99,Everyone,Music,2024-03-21,4.1 and up,0
App_424,LIFESTYLE,3.2,285632,2.5,10000000,Free,0.99,Teen,Tools,2024-04-23,8.0 and up,0
App_425,PRODUCTIVITY,2.8,1962899,2.5,10000,Free,4.99,Teen,Business,2024-07-02,6.0 and up,0
App_426,TOOLS,4.1,1906872,2.5,10000000,Free,2.99,Everyone,Business,2024-10-06,8.0 and up,0
App_427,PRODUCTIVITY,4.4,4026400,2.5,10000000,Free,2.99,Mature 17+,Puzzle,2024-11-17,8.0 and up,0
App_428,LIFESTYLE,4.8,1396446,2.5,100000,Free,2.99,Mature 17+,Music,2024-11-13,6.0 and up,0
App_429,TOOLS,3.6,667550,2.5,1000,Free,4.99,Mature 17+,Action,2024-02-23,8.0 and up,0
App_430,PRODUCTIVITY,4.8,2195700,2.5,1000,Paid,1.99,Everyone,Action,2024-07-15,4.1 and up,0
App_431,ENTERTAINMENT,4.7,1588246,2.5,100000,Free,0.99,Mature 17+,Music,2024-10-19,4.1 and up,0
App_432,EDUCATION,3.3,4705825,2.5,100000,Free,1.99,Everyone,Health,2024-10-19,4.1 and up,0
App_433,GAME,4.7,2982420,2.5,100000,Free,4.99,Teen,Puzzle,2024-10-17,4.1 and up,0
App_434,EDUCATION,3.4,1404365,2.5,1000,Free,2.99,Mature 17+,Puzzle,2024-06-28,8.0 and up,0
App_435,LIFESTYLE,3.2,2675490,2.5,10000000,Free,0.99,Teen,Puzzle,2024-08-09,4.1 and up,0
App_436,BUSINESS,4.1,3424093,2.5,100000,Free,0,Mature 17+,Action,2024-09-30,8.0 and up,0
App_437,GAME,3.3,2464732,2.5,10000,Free,0,Everyone,Business,2024-08-31,5.0 and up,0
App_438,HEALTH,4.1,2901102,2.5,100000,Free,1.99,Everyone,Tools,2024-06-02,8.0 and up,0
App_439,ENTERTAINMENT,4,2250239,2.5,1000000,Free,2.99,Everyone,Health,2024-10-30,4.1 and up,0
App_440,HEALTH,3.9,1522544,2.5,100000,Free,0,Everyone,Puzzle,2024-09-29,5.0 and up,0
App_441,TOOLS,3.5,1722917,2.5,1000,Paid,1.99,Mature 17+,Action,2024-05-14,6.0 and up,0
App_442,GAME,3.9,2515977,2.5,100000,Paid,4.99,Teen,Action,2024-11-08,8.0 and up,0
App_443,HEALTH,4,4675122,2.5,1000000,Free,1.99,Everyone,Business,2024-01-08,4.1 and up,0
App_444,HEALTH,3.9,2870584,2.5,10000,Free,1.99,Mature 17+,Music,2024-05-07,4.1 and up,0
App_445,PRODUCTIVITY,3.6,2888949,2.5,10000000,Free,1.99,Teen,Music,2024-02-25,4.1 and up,0
App_446,EDUCATION,2.5,3986290,2.5,100000,Paid,0.99,Everyone,Tools,2024-05-05,6.0 and up,0
App_447,PRODUCTIVITY,4,2044950,2.5,1000000,Free,1.99,Teen,Tools,2024-06-07,5.0 and up,0
App_448,GAME,2.9,2099419,2.5,1000000,Paid,1.99,Everyone,Puzzle,2024-02-28,5.0 and up,0
App_449,GAME,4.1,3172392,2.5,10000,Free,0.99,Teen,Tools,2024-02-27,4.1 and up,0
App_450,LIFESTYLE,4.4,3881867,2.5,1000,Free,0.99,Teen,Puzzle,2024-05-19,8.0 and up,0
App_451,PRODUCTIVITY,3.8,4537881,2.5,100000,Free,4.99,Everyone,Health,2024-06-24,4.1 and up,0
App_452,FINANCE,3.9,291474,2.5,1000000,Paid,2.99,Mature 17+,Tools,2024-04-17,4.1 and up,0
App_453,EDUCATION,4.9,4739410,2.5,10000,Paid,0,Teen,Business,2024-07-29,8.0 and up,0
App_454,GAME,4.6,2673839,2.5,10000000,Free,0,Everyone,Puzzle,2024-03-14,4.1 and up,1
App_455,LIFESTYLE,4.8,118591,2.5,1000000,Free,1.99,Teen,Business,2024-06-15,6.0 and up,1
App_456,PRODUCTIVITY,4.5,3852266,2.5,10000,Free,4.99,Teen,Action,2024-12-22,4.1 and up,0
App_457,EDUCATION,2.8,338550,2.5,1000,Free,1.99,Mature 17+,Puzzle,2024-10-30,6.0 and up,0
App_458,PRODUCTIVITY,2.9,501600,2.5,1000,Free,0,Teen,Action,2024-08-20,4.1 and up,0
App_459,HEALTH,3.8,1418422,2.5,1000000,Free,0.99,Teen,Education,2024-11-22,5.0 and up,0
App_460,LIFESTYLE,3.1,3360502,2.5,1000000,Free,2.99,Everyone,Business,2024-06-30,8.0 and up,0
App_461,EDUCATION,3.7,1630379,2.5,100000,Free,4.99,Everyone,Education,2024-05-01,5.0 and up,0
App_462,TOOLS,3.5,872338,2.5,10000,Free,0.99,Mature 17+,Puzzle,2024-11-29,4.1 and up,0
App_463,TOOLS,3.9,4809489,2.5,1000000,Free,2.99,Teen,Action,2024-07-21,4.1 and up,0
App_464,EDUCATION,4.4,3110701,2.5,100000,Free,4.99,Teen,Puzzle,2024-01-29,6.0 and up,0
App_465,PRODUCTIVITY,4.3,1358107,2.5,100000,Free,4.99,Teen,Education,2024-07-20,4.1 and up,0
App_466,LIFESTYLE,3.8,3300364,2.5,1000000,Free,0,Mature 17+,Puzzle,2024-04-02,4.1 and up,0
App_467,TOOLS,4.6,1294325,2.5,1000,Free,0.99,Teen,Health,2024-11-24,4.1 and up,0
App_468,LIFESTYLE,3.6,2575518,2.5,10000,Free,4.99,Everyone,Music,2024-12-21,5.0 and up,0
App_469,TOOLS,4.7,2376229,2.5,10000,Free,4.99,Mature 17+,Education,2024-06-24,6.0 and up,0
App_470,HEALTH,2.7,1358321,2.5,1000,Free,2.99,Everyone,Puzzle,2024-11-25,5.0 and up,0
App_471,PRODUCTIVITY,4.9,4510794,2.5,1000000,Free,0,Everyone,Action,2024-07-29,6.0 and up,1
App_472,HEALTH,4.1,1289477,2.5,10000,Free,1.99,Mature 17+,Puzzle,2024-07-02,5.0 and up,0
App_473,TOOLS,3.5,164084,2.5,1000000,Paid,0,Everyone,Action,2024-04-04,4.1 and up,0
App_474,HEALTH,3,2570476,2.5,1000000,Paid,1.99,Teen,Music,2024-09-29,5.0 and up,0
App_475,TOOLS,3.7,3655190,2.5,100000,Free,0.99,Mature 17+,Puzzle,2024-05-16,5.0 and up,0
App_476,EDUCATION,3,4483130,2.5,1000,Free,0.99,Everyone,Tools,2024-08-24,6.0 and up,0
App_477,HEALTH,2.9,790655,2.5,1000000,Free,4.99,Teen,Tools,2024-12-18,6.0 and up,0
App_478,BUSINESS,4,3287103,2.5,10000000,Paid,0.99,Teen,Music,2024-09-21,5.0 and up,0
App_479,PRODUCTIVITY,3.8,1017491,2.5,1000,Free,4.99,Everyone,Education,2024-05-14,6.0 and up,0
